source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,Column1
Twitter for iPad,...addresses of any mentioned person who is still living. I am doing this for reasons of full disclosure transparency and...,10/28/2017,10697,52263,FALSE,9.24383E+17,94
Twitter for iPad,...in order to put any and all conspiracy theories to rest.,10/28/2017,10859,55183,FALSE,9.24383E+17,94
Twitter for iPhone,Happy #FirstRespondersDay to all of our HEROES out there. We are forever grateful to you for your service sacrifice and courage 24/7/365! https://t.co/vOcTlyOeyw,10/28/2017,15183,64713,FALSE,9.24397E+17,94
Twitter for iPhone,While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close. Sad!,10/28/2017,26297,118041,FALSE,9.244E+17,94
Twitter for iPhone,JFK Files are released long ahead of schedule!,10/28/2017,20238,95386,FALSE,9.24414E+17,94
Twitter for iPhone,As usual the ObamaCare premiums will be up (the Dems own it) but we will Repeal &amp; Replace and have great Healthcare soon after Tax Cuts!,10/29/2017,14577,69208,FALSE,9.24625E+17,95
Twitter for iPhone,Never seen such Republican ANGER &amp; UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12000000?)....,10/29/2017,30780,114789,FALSE,9.24635E+17,95
Twitter for iPhone,...the Uranium to Russia deal the  33000 plus deleted Emails the Comey fix and so much more. Instead they look at phony Trump/Russia....,10/29/2017,24360,90215,FALSE,9.24638E+17,95
Twitter for iPhone,"...""collusion"" which doesn't exist. The Dems are using this terrible (and bad for our country) Witch Hunt for evil politics but the R's...",10/29/2017,18343,76214,FALSE,9.24639E+17,95
Twitter for iPhone,...are now fighting back like never before. There is so much GUILT by Democrats/Clinton and now the facts are pouring out. DO SOMETHING!,10/29/2017,25711,103162,FALSE,9.24641E+17,95
Twitter for iPhone,"All of this ""Russia"" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!",10/29/2017,24182,94912,FALSE,9.24649E+17,95
Twitter for iPhone,Report out that Obama Campaign paid $972000 to Fusion GPS. The firm also got $12400000 (really?) from DNC. Nobody knows who OK'd!,10/30/2017,34730,110605,FALSE,9.24963E+17,95
Twitter for iPhone,Great job by MichaelCaputo on @foxandfriends.,10/30/2017,7775,44301,FALSE,9.24967E+17,95
Twitter for iPhone,Sorry but this is years ago before Paul Manafort was part of the Trump campaign. But why aren't Crooked Hillary &amp; the Dems the focus?????,10/30/2017,35801,123689,FALSE,9.25006E+17,95
Twitter for iPhone,....Also there is NO COLLUSION!,10/30/2017,23347,93864,FALSE,9.25006E+17,95
Twitter for iPhone,"The Fake News is working overtime. As Paul Manaforts lawyer said there was ""no collusion"" and events mentioned took place long before he...",10/31/2017,14552,60002,FALSE,9.25334E+17,95
Twitter for iPhone,....came to the campaign. Few people knew the young low level volunteer named George who has already proven to be a liar. Check the DEMS!,10/31/2017,12889,56964,FALSE,9.25336E+17,95
Twitter for iPhone,I hope people will start to focus on our Massive Tax Cuts for Business (jobs) and the Middle Class (in addition to Democrat corruption)!,10/31/2017,17325,76775,FALSE,9.25337E+17,95
Twitter for iPhone,The biggest story yesterday the one that has the Dems in a dither is Podesta running from his firm. What he know about Crooked Dems is....,10/31/2017,17892,68922,FALSE,9.25363E+17,95
Twitter for iPhone,....earth shattering. He and his brother could Drain The Swamp which would be yet another campaign promise fulfilled. Fake News weak!,10/31/2017,12677,53862,FALSE,9.25364E+17,95
Twitter for iPhone,É??Statement by President Trump on the Apprehension of Mustafa al-Imam for His Alleged Role in Benghazi AttacksÉ?ù https://t.co/2U7WJmfGlM,10/31/2017,10034,37503,FALSE,9.25373E+17,95
Twitter for iPhone,Thank you @LuisRiveraMarin! https://t.co/BK7sDv9phU,10/31/2017,6007,28402,FALSE,9.25389E+17,95
Media Studio,Wishing everyone a safe and Happy Halloween!#Halloween2017 https://t.co/BRpgXVRI8Y,10/31/2017,14090,63082,FALSE,9.25394E+17,95
Twitter for iPhone,RT @IvankaTrump: We're working to make tax cuts &amp; the expanded Child Tax Credit a reality for American families. The time is now! #TaxReforÉ??,10/31/2017,9718,0,TRUE,9.25406E+17,95
Twitter for iPad,Consumer Confidence Hits Highest Level Since December 2000 Read more: https://t.co/w7WkcobFun https://t.co/nLo5XCnuIx,10/31/2017,10456,41278,FALSE,9.25425E+17,95
Twitter for iPhone,É??Home Prices Reach New All-Time Highs in AugustÉ?ù Read more: https://t.co/XzJiZgGQ8R https://t.co/STBtR6mO2j,10/31/2017,6526,29500,FALSE,9.25441E+17,95
Twitter for iPad,U.S. COAL PRODUCTIONUp????7.8% past year. Down????31.5% last 10 years. #EndingWarOnCoal https://t.co/xr20OBb2DV,10/31/2017,11071,44437,FALSE,9.25448E+17,95
Twitter for iPhone,In NYC looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!,10/31/2017,25707,111025,FALSE,9.25475E+17,95
Twitter for iPhone,We must not allow ISIS to return or enter our country after defeating them in the Middle East and elsewhere. Enough!,10/31/2017,36362,143823,FALSE,9.25491E+17,95
Twitter for iPhone,My thoughts condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!,10/31/2017,26364,114627,FALSE,9.25497E+17,95
Twitter for iPhone,The Republican House members are working hard (and late) toward the Massive Tax Cuts that they know you deserve. These will be biggest ever!,11/1/2017,13721,69956,FALSE,9.25533E+17,96
Twitter for iPhone,I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine but not for this!,11/1/2017,37799,150010,FALSE,9.25534E+17,96
Twitter for iPhone,"The terrorist came into our country through what is called the ""Diversity Visa Lottery Program"" a Chuck Schumer beauty. I want merit based.",11/1/2017,37718,132205,FALSE,9.25685E+17,96
Twitter for iPhone,We are fighting hard for Merit Based immigration no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends,11/1/2017,26172,102486,FALSE,9.25687E+17,96
Twitter for iPhone,Senator Chuck Schumer helping to import Europes problems said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends,11/1/2017,21428,77686,FALSE,9.25689E+17,96
Twitter for iPad,#NYCStrong #USA???ß???? https://t.co/6K3Xw5P87d,11/1/2017,8926,40093,FALSE,9.25717E+17,96
Twitter for iPhone,Wouldn't it be great to Repeal the very unfair and unpopular Individual Mandate in ObamaCare and use those savings for further Tax Cuts.....,11/1/2017,17634,83073,FALSE,9.25739E+17,96
Twitter for iPhone,....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER,11/1/2017,11783,56219,FALSE,9.2574E+17,96
Media Studio,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost their precious loved ones. https://t.co/WZFHXoJE3K,11/1/2017,12690,56307,FALSE,9.25806E+17,96
Twitter for iPhone,Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...,11/1/2017,6516,35013,FALSE,9.25818E+17,96
Twitter for iPhone,@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong,11/1/2017,5422,29360,FALSE,9.25818E+17,96
Twitter for iPhone,Thank you to the GREAT NYPD First Responders and all govt officials for having handled the terrible West Side attack so professionally! https://t.co/imPIdOzjAn,11/1/2017,12354,57483,FALSE,9.25833E+17,96
Twitter for iPhone,Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,11/1/2017,8476,42572,FALSE,9.25846E+17,96
Twitter for iPhone,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,11/1/2017,7193,35005,FALSE,9.25846E+17,96
Twitter for iPad,CHAIN MIGRATION must end now! Some people come in and they bring their whole family with them who can be truly evil. NOT ACCEPTABLE! https://t.co/PQGeTTdRtX,11/1/2017,22322,76452,FALSE,9.25861E+17,96
Twitter for iPhone,Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,11/2/2017,13776,71331,FALSE,9.25908E+17,96
Twitter for iPhone,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,11/2/2017,23108,107846,FALSE,9.2591E+17,96
Twitter for iPhone,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,11/2/2017,10387,46176,FALSE,9.25913E+17,96
Twitter for iPhone,Happy birthday to @garyplayer a truly great Champion and Person!,11/2/2017,5181,34771,FALSE,9.25917E+17,96
Twitter for iPhone,Great mtg w/ @Cabinet today. Tomorrow I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! https://t.co/5ASJVLGAiG,11/2/2017,8265,40469,FALSE,9.25926E+17,96
Twitter for iPhone,NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people badly injured 12. SHOULD GET DEATH PENALTY!,11/2/2017,43455,173510,FALSE,9.25931E+17,96
Twitter for iPhone,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,11/2/2017,14041,70594,FALSE,9.26054E+17,96
Twitter for iPhone,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,11/2/2017,17440,85310,FALSE,9.26055E+17,96
Twitter for iPad,Congratulations to the Houston @Astros 2017 #WorldSeries ChampionsÉ??ã?è#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi,11/2/2017,11544,55900,FALSE,9.2614E+17,96
Twitter for iPhone,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities to our national security. https://t.co/tW4wOlI4vu,11/2/2017,18219,74767,FALSE,9.26155E+17,96
Twitter for iPhone,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE! #USA???ß???? https://t.co/d7L1YW5iVY,11/2/2017,13686,54953,FALSE,9.26158E+17,96
Twitter for iPad,Today we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQÉ??s from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ,11/2/2017,10671,46775,FALSE,9.26177E+17,96
Twitter for iPad,Broadcom's move to America=$20 BILLION of annual rev into U.S.A. $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl,11/2/2017,14126,55961,FALSE,9.26185E+17,96
Twitter for iPhone,Today it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. https://t.co/6aDuRy3zws,11/2/2017,9470,43458,FALSE,9.26216E+17,96
Twitter for iPhone,Great Tax Cut rollout today. The lobbyists are storming Capital Hill but the Republicans will hold strong and do what is right for America!,11/3/2017,13378,64743,FALSE,9.26239E+17,96
Twitter for iPhone,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,11/3/2017,24558,83522,FALSE,9.26248E+17,96
Twitter for iPhone,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,11/3/2017,25528,91825,FALSE,9.2625E+17,96
Twitter for iPhone,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,11/3/2017,17251,64840,FALSE,9.26259E+17,96
Twitter for iPhone,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,11/3/2017,7438,41955,FALSE,9.2626E+17,96
Twitter for iPhone,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,11/3/2017,27721,108996,FALSE,9.26402E+17,96
Twitter for iPhone,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..,11/3/2017,23055,87852,FALSE,9.26403E+17,96
Twitter for iPhone,...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails Uranium Podesta the Server plus plus...,11/3/2017,18237,72664,FALSE,9.26405E+17,96
Twitter for iPhone,....People are angry.  At some point the Justice Department and the FBI must do what is right and proper. The American public deserves it!,11/3/2017,30923,132126,FALSE,9.26406E+17,96
Twitter for iPhone,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!,11/3/2017,19132,76932,FALSE,9.26416E+17,96
Twitter for iPhone,Pocahontas just stated that the Democrats lead by the legendary Crooked Hillary Clinton rigged the Primaries! Lets go FBI &amp; Justice Dept.,11/3/2017,29297,104174,FALSE,9.26418E+17,96
Twitter for iPhone,"ISIS just claimed the Degenerate Animal who killed and so badly wounded the wonderful people on the West Side was ""their soldier."" .....",11/3/2017,14799,58387,FALSE,9.2642E+17,96
Twitter for iPhone,"...Based on that the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!",11/3/2017,15413,71282,FALSE,9.26422E+17,96
Twitter for iPhone,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,11/3/2017,16598,78239,FALSE,9.26456E+17,96
Twitter for iPhone,I always felt I would be running and winning against Bernie Sanders not Crooked H without cheating I was right.,11/3/2017,17115,83194,FALSE,9.26456E+17,96
Twitter for iPhone,Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan SKorea China Vietnam &amp; the Philippines. Will never let you down!,11/3/2017,14128,75058,FALSE,9.2646E+17,96
Twitter for iPhone,The rigged Dem Primary one of the biggest political stories in years got ZERO coverage on Fake News Network TV last night. Disgraceful!,11/3/2017,26212,95184,FALSE,9.26482E+17,96
Twitter for iPhone,JOBS JOBS JOBS! https://t.co/twUNktGbnb,11/3/2017,16270,68056,FALSE,9.26485E+17,96
Twitter for iPhone,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,11/3/2017,37619,138665,FALSE,9.26493E+17,96
Twitter for iPhone,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,11/3/2017,13176,89681,FALSE,9.26581E+17,96
Twitter for iPad,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. https://t.co/6gDME9cmnS,11/4/2017,13173,68601,FALSE,9.26647E+17,97
Twitter for iPhone,Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day IÉ??ll never forget. https://t.co/CMkB0kTkSc,11/4/2017,19786,77968,FALSE,9.26708E+17,97
Twitter for iPhone,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ?Å?????Å??Å??Å??Å??Å??Å??Å??Å? [Thank you]! Until next time ???????ÊÉ??,11/4/2017,14938,0,TRUE,9.26784E+17,97
Twitter for iPhone,Unemployment is down to 4.1% lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever up $5.4 trill,11/4/2017,38345,159116,FALSE,9.2679E+17,97
Twitter for iPhone,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,11/4/2017,18806,71273,FALSE,9.26794E+17,97
Twitter for iPhone,I am landing shortly. CanÉ??t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,11/5/2017,14754,76082,FALSE,9.26973E+17,97
Twitter for iPhone,Just gave a speech to the great men and women at Yokota Air Base in Tokyo Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB,11/5/2017,17053,86835,FALSE,9.27007E+17,97
Twitter for iPad,Playing golf with Prime Minister Abe and Hideki Matsuyama two wonderful people! https://t.co/vYLULe0o2K,11/5/2017,23603,107970,FALSE,9.27059E+17,97
Twitter Web Client,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,11/5/2017,11959,56274,FALSE,9.27075E+17,97
Twitter for iPhone,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW,11/5/2017,12353,58653,FALSE,9.27077E+17,97
Twitter for iPhone,May God be w/ the people of Sutherland Springs Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.,11/5/2017,40648,188422,FALSE,9.27266E+17,97
Twitter Web Client,...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness we stand strong... https://t.co/qkCPgtKGkA,11/6/2017,18170,85766,FALSE,9.27397E+17,97
Twitter for iPhone,#USA???ß???? #Japan???????Ê https://t.co/EvxFqAVnFS,11/6/2017,18263,72727,FALSE,9.27523E+17,97
Twitter for iPhone,The state of Virginia economy under Democrat rule has been terrible. If you vote Ed Gillespie tomorrow it will come roaring back!,11/6/2017,20404,79225,FALSE,9.27645E+17,97
Twitter for iPhone,My visit to Japan and friendship with PM Abe will yield many benefits for our great Country. Massive military &amp; energy orders happening+++!,11/6/2017,16010,68887,FALSE,9.27646E+17,97
Twitter for iPhone,Getting ready to leave for South Korea and meetings with President Moon a fine gentleman. We will figure it all out!,11/6/2017,13452,76570,FALSE,9.27649E+17,97
Twitter for iPhone,I have great confidence in King Salman and the Crown Prince of Saudi Arabia they know exactly what they are doing....,11/6/2017,98277,120715,FALSE,9.27673E+17,97
Twitter for iPhone,....Some of those they are harshly treating have been É??milkingÉ?ù their country for years!,11/6/2017,61945,90400,FALSE,9.27673E+17,97
Twitter for iPhone,RT @realDonaldTrump: #USA???ß???? #Japan???????Ê https://t.co/EvxFqAVnFS,11/7/2017,13470,0,TRUE,9.27704E+17,98
Twitter for iPhone,RT @AbeShinzo: ?ü??ü??ü??ü?Ü??áÊÒÇˇ??ÅÆ????????ÅÜ?ù?Å???Åë??Üè˝á???Å¶ë?ùë?™ä?¶Ü?è?Å???ÅÇ??ÇÅ??Å??Å¶?Åè??Åë?ùáÒ?Üê?á???Å?ëèß????Å??Å¶?Å?áÊ????Ñ??á???ÅÆá?ß?Å??Å??Å??Å??Å??Åç?Å??Å??Å????ë?™Ü´??ÅÆ?Å?????Å??Å??Å???Å?ü??ü??üÆ?ü?????Åù?Å??Å???Å??õ?????õë??ä?¶?Å?Ü??ë?êÜ??????Å?áù?????Å??Å??Å??Å??Å????@realDonaldTrump https://t.É??,11/7/2017,25717,0,TRUE,9.27716E+17,98
Twitter for iPhone,It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys in South Korea. ???ß???????¯???˙ https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC,11/7/2017,13932,55541,FALSE,9.27803E+17,98
Media Studio,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,11/7/2017,21474,71302,FALSE,9.27844E+17,98
Twitter for iPhone,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,11/7/2017,11815,63115,FALSE,9.27847E+17,98
Twitter for iPhone,....is making. Working very hard on TAX CUTS for the middle class companies and jobs!,11/7/2017,7096,42999,FALSE,9.27847E+17,98
Twitter for iPhone,Ralph Northam will allow crime to be rampant in Virginia. HeÉ??s weak on crime weak on our GREAT VETS Anti-Second Amendment....,11/7/2017,13278,51887,FALSE,9.27851E+17,98
Twitter for iPhone,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,11/7/2017,7217,35003,FALSE,9.27851E+17,98
Twitter for iPhone,.@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today ASAP!,11/7/2017,13005,52778,FALSE,9.27852E+17,98
Twitter for iPhone,Franklin such a great photo. HAPPY 99th BIRTHDAY to your father @BillyGraham! https://t.co/l0c7RvvOa1,11/7/2017,12708,60639,FALSE,9.27906E+17,98
Twitter for iPhone,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,11/7/2017,11041,64113,FALSE,9.28017E+17,98
Twitter Web Client,Getting ready to make a major speech to the National Assembly here in South Korea then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.,11/8/2017,10982,62652,FALSE,9.28065E+17,98
Twitter Web Client,Ed Gillespie worked hard but did not embrace me or what I stand for. DonÉ??t forget Republicans won 4 out of 4 House seats and with the economy doing record numbers we will continue to win even bigger than before!,11/8/2017,19384,82401,FALSE,9.28075E+17,98
Twitter for iPhone,Join me LIVE in South Korea???ß???????¯???˙#NationalAssembly #POTUSinAsia É?≠ã?èhttps://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY,11/8/2017,5928,30023,FALSE,9.28083E+17,98
Twitter Web Client,The U.S. under my administration is completely rebuilding its military and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world being built right now. I want peace through strength! https://t.co/2YXkIvRIFi,11/8/2017,14510,60351,FALSE,9.28097E+17,98
Twitter Web Client,The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance agreement &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8,11/8/2017,10458,43345,FALSE,9.28098E+17,98
Twitter Web Client,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. https://t.co/zyuYc0fIH6,11/8/2017,12465,52843,FALSE,9.28098E+17,98
Twitter Web Client,Together we dream of a Korea that is free a peninsula that is safe and families that are reunited once again! https://t.co/9tsZRCC83j,11/8/2017,12909,53881,FALSE,9.28106E+17,98
Twitter for iPhone,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,11/8/2017,11409,72783,FALSE,9.28124E+17,98
Twitter Web Client,On behalf of @FLOTUS Melania and I THANK YOU for an unforgettable?ˇafternoon and evening?ˇat the?ˇForbidden City in Beijing President Xi and Madame Peng Liyuan. We are looking forward to rejoining you tomorrow morning! https://t.co/ma0F7SHbVU,11/8/2017,13032,61201,FALSE,9.28268E+17,98
Media Studio,NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestimate us. AND DO NOT TRY US. https://t.co/4llqLrNpK3,11/8/2017,23631,88959,FALSE,9.2828E+17,98
Twitter Web Client,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! https://t.co/sQoUWIGAiQ,11/8/2017,13517,64298,FALSE,9.28286E+17,98
Twitter for iPhone,Congratulations to all of the É?ùDEPLORABLESÉ?ù and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory! https://t.co/7ifv5gT7Ur,11/8/2017,35393,134128,FALSE,9.28326E+17,98
Twitter for iPhone,President Xi thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! ????https://t.co/J9x51h1LBe https://t.co/g4Z7mO5cV9,11/9/2017,19508,92838,FALSE,9.2852E+17,98
Twitter for iPhone,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. ???ß???????????? https://t.co/mK3SB7t3EV,11/9/2017,20496,94769,FALSE,9.28623E+17,98
Twitter Web Client,I donÉ??t blame China I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!,11/9/2017,29359,135908,FALSE,9.28769E+17,98
Twitter Web Client,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a highly respected and powerful representative of his people. It was great being with him and Madame Peng Liyuan!,11/9/2017,14945,83006,FALSE,9.2877E+17,98
Twitter Web Client,I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo and of course the Great WALL of China before going to Alaska to greet our AMAZING troops.,11/10/2017,13552,72409,FALSE,9.28794E+17,99
Twitter for iPhone,Just landed in Da Nang Vietnam to deliver a speech at #APEC2017,11/10/2017,7819,51886,FALSE,9.28861E+17,99
Twitter Web Client,Throughout my travels I've had the pleasure of sharing the good news from America. I've had the honor of sharing our vision for a free &amp; open Indo-Pacific -- a place where sovereign &amp; independent nations w/diverse cultures &amp; many different dreams can all prosper side-by-side. https://t.co/qBOCY3u7YV,11/10/2017,11448,52585,FALSE,9.28918E+17,99
Twitter Web Client,In more and more places throughout this region citizens of SOVEREIGN and INDEPENDENT nations have taken greater control of their destinies and unlocked the potential of their people. #APEC2017 https://t.co/a570IIGe0I,11/10/2017,8744,40094,FALSE,9.28923E+17,99
Twitter Web Client,Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendship and commerce between all of the nations of the Indo-Pacific and together to promote our prosperity and security. #APEC2017 https://t.co/gN2YbS9CYB,11/10/2017,9485,43754,FALSE,9.28927E+17,99
Twitter Web Client,The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial commerce that is in the interests of both your countries and mine. That is the message I am here to deliver today. #APEC2017 https://t.co/CM3Hqt16A8,11/10/2017,11207,49515,FALSE,9.28932E+17,99
Twitter Web Client,The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security -economic security IS national security. It is vital to our national strength. #APEC2017 https://t.co/mGPeyZEyqm,11/10/2017,497,1700,FALSE,9.28933E+17,99
Twitter Web Client,The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security - economic security IS national security. It is vital to our national strength. #APEC2017 https://t.co/8gKQUhit2X,11/10/2017,13914,58402,FALSE,9.28936E+17,99
Twitter for iPhone,On behalf of an entire nation Happy 242nd Birthday to the men and women of the United States Marines!#USMC242 #SemperFi https://t.co/ecgoSJP5Uc,11/10/2017,25053,102305,FALSE,9.2897E+17,99
Media Studio,On this wonderful Veterans Day I want to express the incredible gratitude of the entire American Nation to our GREAT VETERANS. Thank you! https://t.co/GhQbCA7yII,11/11/2017,31104,119216,FALSE,9.29321E+17,99
Twitter for iPhone,É??Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam WarÉ?ù É?≠ã?èhttps://t.co/hgUQP9leqK É?≠ã?èhttps://t.co/9C0yyIv9Ws https://t.co/f9snmRUA4a,11/11/2017,12493,57622,FALSE,9.29327E+17,99
Twitter for iPhone,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,11/11/2017,16270,78020,FALSE,9.29492E+17,99
Twitter for iPhone,Will be doing a joint press conference in Hanoi Vietnam then heading for final destination of trip the Phillipines.,11/11/2017,9542,58627,FALSE,9.29493E+17,99
Twitter Web Client,Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve along with China the dangerous North Korea crisis. Progress being made.,11/12/2017,15391,75165,FALSE,9.29503E+17,99
Twitter Web Client,When will all the haters and fools out there realize that having a good relationship with Russia is a good thing not a bad thing. There always playing politics - bad for our country. I want to solve North Korea Syria Ukraine terrorism and Russia can greatly help!,11/12/2017,39627,158703,FALSE,9.29504E+17,99
Twitter Web Client,Does the Fake News Media remember when Crooked Hillary Clinton as Secretary of State was begging Russia to be our friend with the misspelled reset button? Obama tried also but he had zero chemistry with Putin.,11/12/2017,28716,119569,FALSE,9.2951E+17,99
Twitter Web Client,"Why would Kim Jong-un insult me by calling me ""old"" when I would NEVER call him ""short and fat?"" Oh well I try so hard to be his friend - and maybe someday that will happen!",11/12/2017,272776,616217,FALSE,9.29511E+17,99
Twitter for iPhone,Just landed in the Philippines after a great day of meetings and events in Hanoi Vietnam!,11/12/2017,869,3751,FALSE,9.29652E+17,99
Twitter for iPhone,Just landed in the Philippines after a great day of meetings and events in Hanoi Vietnam! https://t.co/YxHRNhhPWo,11/12/2017,10869,72215,FALSE,9.29655E+17,99
Twitter for iPhone,We had a wonderful visit to Vietnam thank you President Tran Dai Quang! Heading to the #ASEANSummit 50th Anniv Gala in the Philippines now. https://t.co/WfSd8EE3Nm,11/12/2017,10974,58790,FALSE,9.2967E+17,99
Twitter for iPhone,Thank you! https://t.co/TD0rYcWN8C,11/12/2017,10784,61954,FALSE,9.29718E+17,99
Twitter for iPhone,Great day of bilateral meetings at #ASEANSummit on trade which we are turning around to be great deals for our country! https://t.co/2ahAvm4n9s,11/13/2017,8680,43903,FALSE,9.3005E+17,100
Twitter for iPhone,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,11/13/2017,13875,72867,FALSE,9.30051E+17,100
